timestamp[ms],left_dx[um],left_dy[um],left_dt[us],leftshutter,right_dx[um],right_dy[um],right_dt[us],rightshutter,waterPin
37351,0.000,0.000,50001.000,25088,0.000,0.000,50000.000,49408,0
37401,0.000,0.000,49999.000,26624,0.000,0.000,50000.000,49408,0
37451,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,49408,0
37501,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,62464,0
37551,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,62464,0
37601,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,55040,0
37651,0.000,0.000,50000.000,29184,0.000,0.000,50000.000,45824,0
37701,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,48640,0
37751,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,51456,0
37801,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,48384,0
37851,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,54272,0
37901,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,57600,0
37951,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,54016,0
38001,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,50688,0
38051,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,53760,0
38101,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,53760,0
38151,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,60416,0
38201,0.000,0.000,50000.000,17920,0.000,0.000,50000.000,64000,0
38251,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,64000,0
38301,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,56576,0
38351,0.000,0.000,50001.000,24576,0.000,0.000,50000.000,53248,0
38401,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,53248,0
38451,0.000,0.000,49999.000,26112,0.000,0.000,50000.000,49920,0
38501,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,49920,0
38551,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,49920,0
38601,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,49920,0
38651,0.000,0.000,50000.000,25600,0.000,0.000,50000.000,49920,0
38701,0.000,0.000,50000.000,25600,0.000,0.000,50000.000,49920,0
38751,0.000,0.000,50001.000,25600,0.000,0.000,50000.000,49920,0
38801,0.000,0.000,49999.000,25600,0.000,0.000,50000.000,49920,0
38851,0.000,0.000,50000.000,24064,0.000,0.000,50000.000,49920,0
38901,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,49920,0
38951,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,49920,0
39001,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,52992,0
39051,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,52992,0
39101,0.000,0.000,50001.000,25344,0.000,0.000,50000.000,59392,0
39151,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,62720,0
39201,0.000,0.000,49999.000,23808,0.000,0.000,50000.000,62720,0
39251,0.000,0.000,50001.000,25088,0.000,0.000,50000.000,62720,0
39301,0.000,0.000,49999.000,26624,0.000,0.000,50000.000,51968,0
39351,0.000,0.000,50000.000,22272,0.000,0.000,50000.000,51968,0
39401,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,51968,0
39451,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,51968,0
39501,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,58368,0
39551,0.000,0.000,50000.000,29184,0.000,0.000,50000.000,54528,0
39601,0.000,0.000,50000.000,27392,0.000,0.000,50000.000,48128,0
39651,0.000,0.000,50000.000,27392,0.000,0.000,50000.000,50944,0
39701,0.000,0.000,50001.000,32512,0.000,0.000,50000.000,50688,0
39751,0.000,0.000,49999.000,30720,0.000,0.000,50000.000,47616,0
39801,0.000,0.000,50001.000,27136,0.000,0.000,50000.000,50432,0
39851,0.000,0.000,49999.000,25088,0.000,0.000,50000.000,63744,0
39901,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,56320,0
39951,0.000,0.000,50001.000,28160,0.000,0.000,50000.000,49920,0
40001,0.000,0.000,49999.000,23552,0.000,0.000,50000.000,52992,0
40051,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,46848,0
40101,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,49664,0
40151,0.000,0.000,50001.000,20224,0.000,0.000,50000.000,49408,0
40201,0.000,0.000,49999.000,18688,0.000,0.000,50000.000,58880,0
40251,0.000,0.000,50000.000,20736,0.000,0.000,50000.000,48896,0
40301,0.000,0.000,50000.000,21760,0.000,0.000,50000.000,54784,0
40351,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,58112,0
40401,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,58112,0
40451,0.000,0.000,50000.000,22272,0.000,0.000,50000.000,48128,0
40501,0.000,0.000,50000.000,21760,0.000,0.000,50000.000,50944,0
40551,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,50688,0
40601,0.000,0.000,50000.000,29952,0.000,0.000,50000.000,47616,0
40651,0.000,0.000,50001.000,31744,0.000,0.000,50000.000,53504,0
40701,0.000,0.000,49999.000,25088,0.000,0.000,50000.000,47104,0
40751,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,44288,0
40801,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,49664,0
40851,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,49664,0
40901,0.000,0.000,50001.000,23552,0.000,0.000,50000.000,41216,0
40951,0.000,0.000,49999.000,23296,0.000,0.000,50000.000,46336,0
41001,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,43520,0
41051,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,46080,0
41101,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,48896,0
41151,0.000,0.000,50001.000,29696,0.000,0.000,50000.000,54784,0
41201,0.000,0.000,49999.000,31488,0.000,7.471,50000.000,54528,0
41251,0.000,0.000,50001.000,26112,-7.471,14.941,50000.000,54272,0
41301,0.000,0.000,49999.000,29184,0.000,0.000,50000.000,54016,0
41351,0.000,0.000,50001.000,39168,-14.941,7.471,50000.000,50688,0
41401,0.000,0.000,49999.000,32512,-156.882,112.059,50000.000,47616,0
41451,0.000,0.000,50000.000,36352,0.000,0.000,50000.000,50432,0
41501,0.000,0.000,50001.000,34048,0.000,0.000,50000.000,56832,0
41551,0.000,0.000,49999.000,28416,0.000,0.000,50000.000,49920,0
41601,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,46592,0
41651,0.000,0.000,50000.000,35328,0.000,0.000,50000.000,46336,0
41701,0.000,0.000,50000.000,37376,0.000,0.000,50000.000,43520,0
41751,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,40704,0
41801,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,45568,0
41851,0.000,0.000,50001.000,30720,0.000,0.000,50000.000,42752,0
41901,0.000,0.000,49999.000,27136,0.000,0.000,50000.000,42752,0
41951,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,48128,0
42001,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,42496,0
42051,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47872,0
42101,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,50688,0
42151,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,50688,0
42201,0.000,0.000,50001.000,26624,0.000,0.000,50000.000,50688,0
42251,0.000,0.000,49999.000,28160,0.000,0.000,50000.000,44800,0
42301,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,42240,0
42351,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,44800,0
42401,0.000,0.000,50000.000,28672,0.000,0.000,50000.000,50176,0
42451,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,47104,0
42501,0.000,0.000,50000.000,22528,0.000,0.000,50000.000,46592,0
42551,0.000,0.000,50001.000,25088,0.000,0.000,50000.000,32768,0
42601,0.000,0.000,49999.000,29696,0.000,0.000,50000.000,49152,0
42651,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,49152,0
42701,0.000,0.000,50001.000,26368,0.000,0.000,50000.000,46080,0
42751,0.000,0.000,49999.000,23296,0.000,0.000,50000.000,43264,0
42801,0.000,0.000,50001.000,23296,0.000,0.000,50000.000,43264,0
42851,0.000,0.000,49999.000,29184,0.000,0.000,50000.000,51456,0
42901,0.000,0.000,50001.000,26368,0.000,0.000,50000.000,54528,0
42951,0.000,0.000,49999.000,24320,0.000,0.000,50000.000,54528,0
43001,0.000,0.000,50000.000,20480,0.000,0.000,50000.000,57856,0
43051,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,54272,0
43101,0.000,0.000,50001.000,23040,0.000,0.000,50000.000,54272,0
43151,0.000,0.000,49999.000,21760,0.000,0.000,50000.000,50944,0
43201,0.000,0.000,50000.000,21760,0.000,0.000,50000.000,45056,0
43251,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,42240,0
43301,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,42240,0
43351,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,44800,0
43401,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,44800,0
43451,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,47360,0
43501,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,50176,0
43551,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,50176,0
43601,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,50176,0
43651,0.000,0.000,50001.000,30464,0.000,0.000,50000.000,50176,0
43701,0.000,0.000,49999.000,32256,0.000,0.000,50000.000,50176,0
43751,0.000,0.000,50000.000,32256,0.000,0.000,50000.000,47104,0
43801,0.000,0.000,50000.000,32256,0.000,0.000,50000.000,47104,0
43851,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,44288,0
43901,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,44288,0
43951,0.000,0.000,50000.000,22528,0.000,0.000,50000.000,44288,0
44001,0.000,0.000,50001.000,21248,0.000,0.000,50000.000,46848,0
44051,0.000,0.000,49999.000,23808,0.000,0.000,50000.000,49664,0
44101,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,55808,0
44151,0.000,0.000,50000.000,22528,0.000,0.000,50000.000,59136,0
44201,0.000,0.000,50000.000,21248,14.941,0.000,50000.000,59136,0
44251,0.000,0.000,50001.000,28160,0.000,0.000,50000.000,55552,0
44301,0.000,0.000,49999.000,26624,0.000,0.000,50000.000,55552,0
44351,0.000,0.000,50001.000,29696,0.000,0.000,50000.000,46080,0
44401,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,43264,0
44451,0.000,0.000,49999.000,23296,0.000,0.000,50000.000,43264,0
44501,0.000,0.000,50001.000,26112,0.000,0.000,50000.000,43264,0
44551,0.000,0.000,49999.000,26112,0.000,0.000,50000.000,48640,0
44601,0.000,0.000,50001.000,29184,0.000,0.000,50000.000,48640,0
44651,0.000,0.000,50000.000,25856,0.000,0.000,50000.000,45824,0
44701,0.000,0.000,49999.000,23040,0.000,0.000,50000.000,45824,0
44751,0.000,0.000,50001.000,25600,0.000,0.000,50000.000,48640,0
44801,0.000,0.000,49999.000,27904,0.000,0.000,50000.000,48640,0
44851,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,45824,0
44901,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,43008,0
44951,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,43008,0
45001,0.000,0.000,50000.000,29184,0.000,0.000,50000.000,48384,0
45051,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,51200,0
45101,0.000,0.000,50001.000,25600,0.000,0.000,50000.000,50944,0
45151,0.000,0.000,49999.000,23808,0.000,0.000,50000.000,47616,0
45201,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,42240,0
45251,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,42240,0
45301,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,50176,0
45351,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,44288,0
45401,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,46848,0
45451,0.000,0.000,50001.000,32512,0.000,0.000,50000.000,46848,0
45501,0.000,0.000,49999.000,30720,0.000,0.000,50000.000,41472,0
45551,0.000,0.000,50001.000,34304,0.000,0.000,50000.000,43776,0
45601,0.000,0.000,49999.000,34304,0.000,0.000,50000.000,49152,0
45651,0.000,0.000,50001.000,34304,0.000,0.000,50000.000,48896,0
45701,0.000,0.000,49999.000,29952,0.000,0.000,50000.000,46080,0
45751,0.000,0.000,50000.000,35328,0.000,0.000,50000.000,58112,0
45801,0.000,0.000,50000.000,31232,0.000,0.000,50000.000,48128,0
45851,0.000,0.000,50000.000,34816,0.000,0.000,50000.000,48128,0
45901,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,48128,0
45951,0.000,0.000,50000.000,36864,44.824,-29.882,50000.000,54016,0
46001,0.000,0.000,50000.000,28928,306.294,-239.059,50000.000,54016,0
46051,0.000,0.000,50001.000,27136,14.941,-14.941,50000.000,57344,0
46101,0.000,0.000,49999.000,36096,0.000,0.000,50000.000,53504,0
46151,0.000,0.000,50000.000,32000,0.000,0.000,50000.000,56832,0
46201,0.000,0.000,50001.000,26880,0.000,0.000,50000.000,53504,0
46251,0.000,0.000,49999.000,31488,0.000,0.000,50000.000,47104,0
46301,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,46848,0
46351,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,44032,0
46401,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,46336,0
46451,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,40960,0
46501,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,43520,0
46551,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,51712,0
46601,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,48640,0
46651,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,43008,0
46701,0.000,0.000,50000.000,24320,0.000,0.000,50000.000,50944,0
46751,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,57344,0
46801,0.000,0.000,50000.000,33536,0.000,0.000,50000.000,47360,0
46851,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,50176,0
46901,0.000,0.000,50000.000,20736,0.000,0.000,50000.000,50176,0
46951,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,49920,0
47001,0.000,0.000,50000.000,25856,0.000,0.000,50000.000,49664,0
47051,0.000,0.000,50000.000,24064,0.000,0.000,50000.000,52736,0
47101,0.000,0.000,50000.000,21248,0.000,0.000,50000.000,55808,0
47151,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,59136,0
47201,0.000,0.000,50000.000,22272,0.000,0.000,50000.000,55552,0
47251,0.000,0.000,50001.000,27648,0.000,0.000,50000.000,52224,0
47301,0.000,0.000,49999.000,21760,0.000,0.000,50000.000,52224,0
47351,0.000,0.000,50000.000,16896,0.000,0.000,50000.000,55296,0
47401,0.000,0.000,50000.000,20992,0.000,0.000,50000.000,51968,0
47451,0.000,0.000,50000.000,19712,0.000,0.000,50000.000,48896,0
47501,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,51712,0
47551,0.000,0.000,50001.000,27648,0.000,0.000,50000.000,48640,0
47601,0.000,0.000,49999.000,27648,0.000,0.000,50000.000,48640,0
47651,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,51456,0
47701,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,51456,0
47751,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,48384,0
47801,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,53760,0
47851,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,57088,0
47901,0.000,0.000,50001.000,23808,0.000,0.000,50000.000,60416,0
47951,0.000,0.000,49999.000,23808,0.000,0.000,50000.000,60416,0
48001,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,53504,0
48051,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,47104,0
48101,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,46848,0
48151,0.000,0.000,50000.000,33280,0.000,0.000,50000.000,46848,0
48201,0.000,0.000,50000.000,33280,0.000,0.000,50000.000,46848,0
48251,0.000,0.000,50000.000,33280,0.000,0.000,50000.000,49664,0
48301,0.000,0.000,50000.000,33280,0.000,0.000,50000.000,49664,0
48351,0.000,0.000,50000.000,31232,0.000,0.000,50000.000,49664,0
48401,0.000,0.000,50001.000,31232,0.000,0.000,50000.000,52736,0
48451,0.000,0.000,49999.000,29440,0.000,0.000,50000.000,52736,0
48501,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,52736,0
48551,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,52736,0
48601,0.000,0.000,50001.000,27648,0.000,0.000,50000.000,52736,0
48651,0.000,0.000,49999.000,27648,0.000,0.000,50000.000,52736,0
48701,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,52736,0
48751,0.000,0.000,50000.000,27648,0.000,0.000,50000.000,52736,0
48801,0.000,0.000,50000.000,29184,0.000,0.000,50000.000,52736,0
48851,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,49664,0
48901,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,49664,0
48951,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,46592,0
49001,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,46336,0
49051,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,45056,0
49101,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,49152,0
49151,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,49152,0
49201,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,52224,0
49251,0.000,0.000,50001.000,24064,0.000,0.000,50000.000,62208,0
49301,0.000,0.000,49999.000,25344,0.000,0.000,50000.000,62208,0
49351,0.000,0.000,50001.000,25344,0.000,0.000,50000.000,58368,0
49401,0.000,0.000,49999.000,26624,0.000,0.000,50000.000,48384,0
49451,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,51200,0
49501,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,51200,0
49551,0.000,0.000,50000.000,23552,0.000,0.000,50000.000,51200,0
49601,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,48128,0
49651,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,48128,0
49701,0.000,0.000,50001.000,26368,0.000,0.000,50000.000,50688,0
49751,0.000,0.000,49999.000,20736,0.000,0.000,50000.000,47616,0
49801,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,53504,0
49851,0.000,0.000,50001.000,19200,0.000,0.000,50000.000,56832,0
49901,0.000,0.000,49999.000,21248,0.000,0.000,50000.000,50176,0
49951,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,49920,0
50001,0.000,0.000,50000.000,20736,0.000,0.000,50000.000,56064,0
50051,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,59392,0
50101,0.000,0.000,50000.000,21760,0.000,0.000,50000.000,59392,0
50151,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,49408,0
50201,0.000,0.000,50001.000,29952,0.000,0.000,50000.000,49408,0
50251,0.000,0.000,49999.000,29952,0.000,0.000,50000.000,49408,0
50301,0.000,0.000,50000.000,22272,0.000,0.000,50000.000,52480,0
50351,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,52480,0
50401,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,49408,0
50451,0.000,0.000,50000.000,30976,0.000,0.000,50000.000,49152,0
50501,0.000,0.000,50000.000,27392,0.000,0.000,50000.000,55296,0
50551,0.000,0.000,50001.000,21760,0.000,0.000,50000.000,48896,0
50601,0.000,0.000,49999.000,24320,0.000,0.000,50000.000,45824,0
50651,0.000,0.000,50000.000,22784,0.000,0.000,50000.000,48640,0
50701,0.000,0.000,50001.000,31744,0.000,0.000,50000.000,51456,0
50751,0.000,0.000,49999.000,26368,0.000,0.000,50000.000,45568,0
50801,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,42496,0
50851,0.000,0.000,50000.000,24576,0.000,0.000,50000.000,42240,0
50901,0.000,0.000,50000.000,24064,0.000,0.000,50000.000,42240,0
50951,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,44800,0
51001,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,47104,0
51051,0.000,0.000,50000.000,24832,0.000,0.000,50000.000,46848,0
51101,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,52736,0
51151,0.000,0.000,50000.000,31232,0.000,7.471,50000.000,55808,0
51201,0.000,0.000,50000.000,35072,-104.588,127.000,50000.000,49408,0
51251,0.000,0.000,50000.000,27392,0.000,0.000,50000.000,58880,0
51301,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,55296,0
51351,0.000,0.000,50000.000,32512,0.000,0.000,50000.000,48896,0
51401,0.000,0.000,50000.000,36096,0.000,0.000,50000.000,49920,0
51451,0.000,0.000,50000.000,34048,0.000,0.000,50000.000,45824,0
51501,0.000,0.000,50000.000,40192,0.000,0.000,50000.000,51456,0
51551,0.000,0.000,50000.000,32000,0.000,0.000,50000.000,57856,0
51601,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,54272,0
51651,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,45056,0
51701,0.000,0.000,50000.000,31232,0.000,0.000,50000.000,45056,0
51751,0.000,0.000,50000.000,35072,0.000,0.000,50000.000,45056,0
51801,0.000,0.000,50000.000,35072,0.000,0.000,50000.000,47872,0
51851,0.000,0.000,50000.000,32768,0.000,0.000,50000.000,42240,0
51901,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,41984,0
51951,0.000,0.000,50000.000,30720,0.000,0.000,50000.000,44544,0
52001,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,47104,0
52051,0.000,0.000,50000.000,31232,0.000,0.000,50000.000,41728,0
52101,0.000,0.000,50000.000,27136,0.000,0.000,50000.000,41728,0
52151,0.000,0.000,50000.000,28672,0.000,0.000,50000.000,46848,0
52201,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,46592,0
52251,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,43776,0
52301,0.000,0.000,50000.000,26880,0.000,0.000,50000.000,43776,0
52351,0.000,0.000,50000.000,23808,0.000,0.000,50000.000,49152,0
52401,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,49152,0
52451,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,49152,0
52501,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,49152,0
52551,0.000,0.000,50001.000,28160,0.000,0.000,50000.000,49152,0
52601,0.000,0.000,49999.000,26368,0.000,0.000,50000.000,46080,0
52651,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,43264,0
52701,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,43264,0
52751,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,43264,0
52801,0.000,0.000,50000.000,29440,0.000,0.000,50000.000,43264,0
52851,0.000,0.000,50000.000,23040,0.000,0.000,50000.000,48640,0
52901,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,48384,0
52951,0.000,0.000,50000.000,25344,0.000,0.000,50000.000,48384,0
53001,0.000,0.000,50000.000,22528,0.000,0.000,50000.000,48384,0
53051,0.000,0.000,50001.000,22528,0.000,0.000,50000.000,48384,0
53101,0.000,0.000,49999.000,22528,0.000,0.000,50000.000,48128,0
53151,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,48128,0
53201,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,48128,0
53251,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,48128,0
53301,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,48128,0
53351,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,48128,0
53401,0.000,0.000,50000.000,26624,0.000,0.000,50000.000,48128,0
53451,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,48128,0
53501,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,48128,0
53551,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,48128,0
53601,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,48128,0
53651,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,48128,0
53701,0.000,0.000,50000.000,29696,0.000,0.000,50000.000,48128,0
53751,0.000,0.000,50000.000,26368,0.000,0.000,50000.000,48128,0
53801,0.000,0.000,50001.000,26368,0.000,0.000,50000.000,45312,0
53851,0.000,0.000,49999.000,24832,0.000,0.000,50000.000,45312,0
53901,0.000,0.000,50001.000,24832,0.000,0.000,50000.000,45312,0
53951,0.000,0.000,49999.000,26368,0.000,0.000,50000.000,45312,0
54001,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,48128,0
54051,0.000,0.000,50001.000,22016,0.000,0.000,50000.000,48128,0
54101,0.000,0.000,49999.000,24576,0.000,0.000,50000.000,48128,0
54151,0.000,0.000,50000.000,29184,0.000,0.000,50000.000,48128,0
54201,0.000,0.000,50000.000,29184,0.000,0.000,50000.000,48128,0
54251,0.000,0.000,50000.000,25600,0.000,0.000,50000.000,50944,0
54301,0.000,0.000,50000.000,25600,0.000,0.000,50000.000,47872,0
54351,0.000,0.000,50000.000,25088,0.000,0.000,50000.000,42240,0
54401,0.000,0.000,50001.000,25088,0.000,0.000,50000.000,44800,0
54451,0.000,0.000,49999.000,25088,0.000,0.000,50000.000,42240,0
54501,0.000,0.000,50000.000,28160,0.000,0.000,50000.000,42240,0
54551,0.000,0.000,50001.000,28160,0.000,0.000,50000.000,44800,0
54601,0.000,0.000,49999.000,27904,0.000,0.000,50000.000,50176,0
54651,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,50176,0
54701,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,49920,0
54751,0.000,0.000,50000.000,27904,0.000,0.000,50000.000,49920,0
54801,0.000,0.000,50000.000,23296,0.000,0.000,50000.000,46848,0
54851,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,43776,0
54901,0.000,0.000,50001.000,26112,0.000,0.000,50000.000,43776,0
54951,0.000,0.000,49999.000,27648,0.000,0.000,50000.000,43776,0
55001,0.000,0.000,50000.000,26112,0.000,0.000,50000.000,46336,0
55051,0.000,0.000,50000.000,28928,0.000,0.000,50000.000,46336,0
55101,0.000,0.000,50000.000,28672,0.000,0.000,50000.000,43520,0
55151,0.000,0.000,50000.000,32256,0.000,0.000,50000.000,46080,0
55201,0.000,0.000,50000.000,32256,0.000,0.000,50000.000,48896,0
55251,0.000,0.000,50000.000,30464,0.000,0.000,50000.000,43264,0
55301,0.000,0.000,50000.000,32256,0.000,0.000,50000.000,40704,0
55351,0.000,0.000,50000.000,34048,0.000,0.000,50000.000,43008,0
55401,0.000,0.000,50000.000,35840,0.000,0.000,50000.000,48384,0
55451,0.000,0.000,50000.000,35840,0.000,0.000,50000.000,45568,0
55501,0.000,0.000,50000.000,29952,0.000,0.000,50000.000,45568,0
55551,0.000,0.000,50001.000,29696,0.000,0.000,50000.000,45568,0
55601,0.000,0.000,49999.000,35072,0.000,0.000,50000.000,57600,0
55651,0.000,0.000,50000.000,35072,0.000,0.000,50000.000,57600,0
55701,0.000,0.000,50000.000,34560,0.000,0.000,50000.000,53760,0
55751,0.000,0.000,50000.000,34560,0.000,0.000,50000.000,47360,0
55801,0.000,0.000,50000.000,34304,0.000,0.000,50000.000,47360,0
55851,0.000,0.000,50000.000,36352,0.000,0.000,50000.000,53248,0
55901,0.000,0.000,50001.000,34048,209.176,-164.353,50000.000,53248,0
55951,0.000,0.000,49999.000,30208,97.118,-82.176,50000.000,56064,0
56001,0.000,0.000,50000.000,28416,0.000,0.000,50000.000,56064,0
56051,0.000,0.000,50001.000,33536,0.000,0.000,50000.000,52736,0
56101,0.000,0.000,49999.000,31488,0.000,0.000,50000.000,55808,0
