timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
8100709,298.824,-67.235,50001.000,336.176,14.941,50000.000
8150769,276.412,-7.471,49999.000,261.471,52.294,50000.000
8200749,149.412,22.412,50000.000,224.118,14.941,50000.000
8250746,186.765,44.824,50000.000,171.824,14.941,50000.000
8300746,134.471,-7.471,50000.000,209.176,29.882,50000.000
8350728,112.059,-74.706,50000.000,179.294,-7.471,50000.000
8400728,89.647,-22.412,50000.000,119.529,0.000,50000.000
8450685,82.176,52.294,50000.000,37.353,22.412,50000.000
8500737,52.294,22.412,50000.000,44.824,7.471,50000.000
8550717,14.941,-44.824,50000.000,67.235,-22.412,50000.000
8600741,14.941,-44.824,50000.000,14.941,-22.412,50000.000
8650741,-7.471,0.000,50000.000,0.000,0.000,50000.000
8700535,-44.824,14.941,50000.000,-29.882,-7.471,50000.000
8750725,-29.882,22.412,50000.000,-59.765,14.941,50000.000
8800741,-44.824,-7.471,50000.000,-22.412,0.000,50000.000
8850660,-59.765,-22.412,50000.000,-59.765,-29.882,50000.000
8900740,-59.765,-14.941,50000.000,-52.294,-14.941,50000.000
8950748,-59.765,14.941,50000.000,-74.706,0.000,50000.000
9000677,-44.824,59.765,50000.000,-97.118,37.353,50000.000
9050736,-29.882,0.000,50000.000,-67.235,67.235,50000.000
9100684,-67.235,-216.647,50000.000,-22.412,22.412,50000.000
9150748,-104.588,-171.824,50000.000,-97.118,239.059,50000.000
9200753,-149.412,-425.823,50000.000,-224.118,298.824,50000.000
9250762,-537.882,-425.823,50000.000,-343.647,-44.824,50000.000
9300764,-635.000,127.000,50000.000,-844.176,-231.588,50000.000
9350767,-724.647,485.588,50000.000,-1090.706,-321.235,50000.000
9400769,-784.412,410.882,50000.000,-933.823,-313.765,50000.000
9450763,-530.412,134.471,50000.000,-821.765,-149.412,50000.000
9500755,-381.000,-89.647,50000.000,-657.412,14.941,50000.000
9550752,-455.706,-224.118,50001.000,-485.588,0.000,50000.000
9600710,-410.882,-59.765,49999.000,-552.823,-14.941,50000.000
9650779,-366.059,97.118,50000.000,-635.000,0.000,50000.000
9700684,-470.647,149.412,50000.000,-567.765,-112.059,50000.000
9750759,-433.294,29.882,50000.000,-440.765,-141.941,50000.000
9800759,-321.235,-22.412,50000.000,-336.176,-22.412,50000.000
9850755,-239.059,-67.235,50000.000,-254.000,-44.824,50000.000
9900751,-216.647,0.000,50000.000,-179.294,-44.824,50000.000
9950695,-104.588,59.765,50000.000,-156.882,29.882,50000.000
10000753,-29.882,37.353,50000.000,-44.824,0.000,50000.000
10050678,0.000,-22.412,50000.000,44.824,-29.882,50000.000
10100678,104.588,-37.353,50000.000,104.588,0.000,50000.000
10150688,171.824,-22.412,50000.000,171.824,37.353,50000.000
10200745,164.353,-14.941,50000.000,224.118,-22.412,50000.000
10250750,254.000,29.882,50000.000,239.059,59.765,50000.000
10300744,321.235,7.471,50000.000,276.412,44.824,50000.000
10350729,254.000,-59.765,50000.000,388.471,7.471,50000.000
10400726,306.294,-44.824,50000.000,403.412,14.941,50000.000
10450747,381.000,-7.471,50000.000,403.412,59.765,50000.000
10500722,351.118,-22.412,50000.000,410.882,14.941,50000.000
