timestamp[us],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us]
12950809,-18273.057,-283.882,50000.000,-18452.352,-14978.528,49999.000
13000826,-19826.939,-2711.823,50000.000,-18190.881,-13140.764,50000.000
13050805,-18273.057,-7590.117,50000.000,-17451.293,-9151.470,50000.000
13100798,-17316.822,-8733.117,50000.000,-16524.939,-10249.646,50000.000
13150815,-18019.057,-3518.647,50000.000,-15471.587,-13544.176,50001.000
13200817,-16629.527,1471.706,50000.000,-16778.939,-11534.588,50000.000
13250809,-17010.527,1651.000,50000.000,-16786.410,-11452.411,49999.000
13300827,-17608.176,-3331.882,50000.000,-15733.058,-13514.293,50000.000
13350804,-16285.881,-5094.941,50000.000,-15606.058,-9674.411,50001.000
13400809,-10839.823,-918.882,50000.000,-13925.176,1867.647,50000.000
13450797,-9151.470,433.294,50000.000,-12348.882,3585.882,50000.000
13500791,-11101.293,-343.647,50000.000,-11407.588,-537.882,49999.000
13550812,-10757.646,-276.412,50000.000,-12057.528,-3369.235,50000.000
13600800,-11803.528,956.235,50000.000,-13215.470,-6185.646,50000.000
13650800,-13798.176,463.176,50000.000,-13887.822,-8314.764,50001.000
13700816,-15635.940,-37.353,50000.000,-15284.822,-10765.117,49999.000
13750822,-17824.822,1322.294,50000.000,-16584.705,-13678.646,50001.000
13800832,-17921.939,2532.529,50000.000,-17630.588,-14791.764,49999.000
13850830,-17929.410,1636.059,50000.000,-17159.939,-13514.293,50000.000
13900806,-17115.117,1240.118,50000.000,-17473.705,-12408.646,50000.000
13950807,-18123.646,1240.118,50000.000,-17570.822,-10712.823,50001.000
14000824,-16950.764,-418.353,50000.000,-17451.293,-5655.235,50000.000
14050793,-13723.470,-2009.588,50000.000,-15322.176,3003.176,50000.000
14100796,-10847.293,-1225.176,50000.000,-12946.528,5610.412,49999.000
14150822,-10047.940,-567.765,50000.000,-11288.058,1045.882,50000.000
14200789,-10204.823,216.647,50000.000,-10428.940,-239.059,50000.000
14250786,-8015.940,2637.117,50000.000,-9719.234,-343.647,50001.000
14300804,-5602.941,2039.470,50000.000,-6999.941,82.176,50000.000
14350769,-2958.353,343.647,50000.000,-2808.941,328.706,50000.000
14400770,560.294,508.000,50000.000,747.059,1352.176,49999.000
14450781,3541.059,-231.588,50000.000,4639.235,1053.353,50000.000
14500776,6663.764,-3309.470,50000.000,8800.353,-1703.294,50000.000
14550780,7605.058,-7126.941,50000.000,11766.176,-6140.823,50000.000
14600789,7433.235,-7866.529,50000.000,14507.882,-8120.529,50001.000
14650803,11048.999,-9151.470,50000.000,17219.705,-5139.764,50000.000
14700802,12251.764,-6985.000,50000.000,17854.705,-127.000,49999.000
14750814,15083.116,-8643.470,50000.000,18183.410,754.529,50001.000
14800811,12191.999,-4624.294,50000.000,16263.470,-6290.235,50000.000
14850798,6297.706,1621.118,50000.000,11930.528,-8374.529,49999.000
14900812,8501.529,2061.882,50000.000,9965.764,-7747.000,50001.000
14950801,7881.470,-89.647,50000.000,10555.940,-7836.646,49999.000
15000807,8232.588,-3458.882,50000.000,11011.646,-7194.176,50000.000
